Otu,Phylum.consensus,Class.consensus,Order.consensus,Family.consensus,Genus.consensus,Phylum-TBAS,Class-TBAS,Order-TBAS,Family-TBAS,Genus-TBAS,Trophic mode,Guild,Phylum.unite,Class.unite,Order.unite,Family.unite,Genus.unite,confidence.unite,Phylum.ncbi,Class.ncbi,Order.ncbi,Family.ncbi,Genus.ncbi
Otu1017,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,NA,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,0,0,Ascomycota,NA,NA,NA,NA,0.14,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,NA
Otu2770,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,NA,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Murilentithecium,0,0,NA,NA,NA,NA,NA,0.22,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,NA
Otu2952,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,NA,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Murilentithecium,0,0,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,0.36,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,NA
Otu3110,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,NA,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,0,0,Ascomycota,Dothideomycetes,NA,NA,NA,0.17,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,NA
Otu100,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleospora,Pathotroph-Saprotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,0.41,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu268,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleospora,Pathotroph-Saprotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Ascomycota,NA,NA,NA,NA,0.24,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu401,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,0,0,NA,NA,NA,NA,NA,0.03,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu489,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Juncaceicola,0,0,NA,NA,NA,NA,NA,0.01,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu694,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,0,0,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,0.01,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu780,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,0,0,Ascomycota,NA,NA,NA,NA,0.01,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu837,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Pathotroph,Lichen Parasite,NA,NA,NA,NA,NA,0.09,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu945,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Allophaeosphaeria,0,0,NA,NA,NA,NA,NA,0.04,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu1177,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,0,0,NA,NA,NA,NA,NA,0.03,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu1209,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Pathotroph,Lichen Parasite,NA,NA,NA,NA,NA,0.03,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu1306,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Setophoma,0,0,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosulcatispora,0.91,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu1334,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,Pathotroph,Plant Pathogen,NA,NA,NA,NA,NA,0.34,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu1414,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0.01,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu1523,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Juncaceicola,0,0,NA,NA,NA,NA,NA,0.03,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu1804,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,0,0,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Hawksworthiana,0.99,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu1926,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,Saprotroph,Undefined Saprotroph,Ascomycota,NA,NA,NA,NA,0.15,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu2100,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,0,0,Ascomycota,NA,NA,NA,NA,0.01,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu2409,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,0,0,NA,NA,NA,NA,NA,0.03,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu2829,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleospora,Pathotroph-Saprotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,0.55,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu2981,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,0,0,NA,NA,NA,NA,NA,0.01,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu2986,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenochaeta,Saprotroph,Litter Saprotroph-Soil Saprotroph,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,0.07,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu3161,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,0,0,NA,NA,NA,NA,NA,0.01,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu3173,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,0,0,NA,NA,NA,NA,NA,0.02,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu3192,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Juncaceicola,0,0,NA,NA,NA,NA,NA,0.02,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu3232,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,0,0,NA,NA,NA,NA,NA,0.1,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu232,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Periconia,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Pathotroph,Lichen Parasite,NA,NA,NA,NA,NA,0.03,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Periconia
Otu683,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Periconia,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,0,0,NA,NA,NA,NA,NA,0.23,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Periconia
Otu775,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Periconia,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Paraleptosphaeria,0,0,NA,NA,NA,NA,NA,0.44,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Periconia
Otu1240,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Periconia,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Paraleptosphaeria,0,0,Ascomycota,Dothideomycetes,NA,NA,NA,0.41,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Periconia
Otu1880,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Periconia,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Pathotroph,Lichen Parasite,NA,NA,NA,NA,NA,0.06,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Periconia
Otu2570,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Periconia,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,0,0,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,1,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Periconia
Otu3102,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Periconia,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Pathotroph,Lichen Parasite,NA,NA,NA,NA,NA,0.37,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Periconia
Otu255,Ascomycota,Dothideomycetes,NA,NA,NA,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Rusavskia,Symbiotroph,Lichenized,Ascomycota,Dothideomycetes,Myriangiales,NA,NA,0,Ascomycota,NA,NA,NA,NA
Otu272,Ascomycota,NA,NA,NA,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Ascomycota,NA,NA,NA,NA,0.24,Ascomycota,NA,NA,NA,NA
Otu705,Ascomycota,NA,NA,NA,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Ascomycota,NA,NA,NA,NA,0.3,Ascomycota,NA,NA,NA,NA
Otu764,Ascomycota,Lecanoromycetes,NA,NA,NA,Ascomycota,Dothideomycetes,unclassified,unclassified,unclassified,0,0,Ascomycota,Lecanoromycetes,NA,NA,NA,0.05,Ascomycota,NA,NA,NA,NA
Otu1369,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Jahnulales,Aliquandostipitaceae,Jahnula,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0,Ascomycota,NA,NA,NA,NA
Otu1716,Ascomycota,NA,NA,NA,NA,Ascomycota,Eurotiomycetes,Mycocaliciales,Mycocaliciaceae,Mycocalicium,Symbiotroph,Lichenized,NA,NA,NA,NA,NA,0,Ascomycota,NA,NA,NA,NA
Otu2633,Ascomycota,NA,NA,NA,NA,Ascomycota,Xylonomycetes,Xylonomycetales,Xylonomycetaceae,Xylona,Symbiotroph,Endophyte,Ascomycota,NA,NA,NA,NA,0.01,Ascomycota,NA,NA,NA,NA
Otu2790,Ascomycota,NA,NA,NA,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Pathotroph,Animal Pathogen,Ascomycota,NA,NA,NA,NA,0.45,Ascomycota,NA,NA,NA,NA
Otu3379,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Abrothallales,Abrothallaceae,Abrothallus,Pathotroph,Lichen Parasite,NA,NA,NA,NA,NA,0.05,Ascomycota,NA,NA,NA,NA
Otu2880,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,unclassified,Barbatosphaeriaceae,Barbatosphaeria,0,0,Ascomycota,NA,NA,NA,NA,0,Ascomycota,NA,NA,NA,NA
Otu3418,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Microdochium,Pathotroph,Plant Pathogen,NA,NA,NA,NA,NA,0.03,Ascomycota,NA,NA,NA,NA
Otu106,Ascomycota,NA,NA,NA,NA,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Pathotroph,Animal Pathogen,NA,NA,NA,NA,NA,0.02,Ascomycota,NA,NA,NA,NA
Otu111,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,0.11,Ascomycota,NA,NA,NA,NA
Otu120,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,0,0,NA,NA,NA,NA,NA,0.27,Ascomycota,NA,NA,NA,NA
Otu145,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,Pathotroph,Plant Pathogen,NA,NA,NA,NA,NA,0.05,Ascomycota,NA,NA,NA,NA
Otu183,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenochaeta,Saprotroph,Litter Saprotroph-Soil Saprotroph,NA,NA,NA,NA,NA,0.15,Ascomycota,NA,NA,NA,NA
Otu248,Ascomycota,NA,NA,NA,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,NA,NA,NA,NA,NA,0,Ascomycota,NA,NA,NA,NA
Otu307,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Stagonospora,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Tintelnotia,0,0,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Stagonospora,0,Ascomycota,NA,NA,NA,NA
Otu327,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,0,0,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,0.01,Ascomycota,NA,NA,NA,NA
Otu331,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleospora,Pathotroph-Saprotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,NA,NA,NA,NA,NA,0,Ascomycota,NA,NA,NA,NA
Otu459,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleospora,Pathotroph-Saprotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,NA,NA,NA,NA,NA,0.01,Ascomycota,NA,NA,NA,NA
Otu582,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,0.02,Ascomycota,NA,NA,NA,NA
Otu598,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,0,0,NA,NA,NA,NA,NA,0.03,Ascomycota,NA,NA,NA,NA
Otu704,Ascomycota,NA,NA,NA,NA,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Staurothele,Symbiotroph,Lichenized,NA,NA,NA,NA,NA,0.18,Ascomycota,NA,NA,NA,NA
Otu718,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Saprotroph,Undefined Saprotroph,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,0.76,Ascomycota,NA,NA,NA,NA
Otu726,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,0,0,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,0.17,Ascomycota,NA,NA,NA,NA
Otu759,Ascomycota,NA,NA,NA,NA,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Staurothele,Symbiotroph,Lichenized,NA,NA,NA,NA,NA,0.03,Ascomycota,NA,NA,NA,NA
Otu771,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,0,0,NA,NA,NA,NA,NA,0,Ascomycota,NA,NA,NA,NA
Otu776,Ascomycota,NA,NA,NA,NA,Ascomycota,Eurotiomycetes,Sclerococcales,Dactylosporaceae,Sclerococcum,Pathotroph-Symbiotroph,Lichen Parasite-Lichenized,NA,NA,NA,NA,NA,0.01,Ascomycota,NA,NA,NA,NA
Otu782,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,0,0,NA,NA,NA,NA,NA,0.06,Ascomycota,NA,NA,NA,NA
Otu842,Ascomycota,NA,NA,NA,NA,Ascomycota,Eurotiomycetes,Onygenales,Coryneliaceae,Ascosphaera,Pathotroph,Animal Pathogen,NA,NA,NA,NA,NA,0.01,Ascomycota,NA,NA,NA,NA
Otu856,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenochaeta,Saprotroph,Litter Saprotroph-Soil Saprotroph,NA,NA,NA,NA,NA,0.07,Ascomycota,NA,NA,NA,NA
Otu866,Ascomycota,NA,NA,NA,NA,Ascomycota,Eurotiomycetes,Pyrenulales,Pyrenulaceae,Pyrenula,Symbiotroph,Lichenized,Ascomycota,NA,NA,NA,NA,0.03,Ascomycota,NA,NA,NA,NA
Otu892,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Pathotroph,Plant Pathogen,Ascomycota,NA,NA,NA,NA,0.02,Ascomycota,NA,NA,NA,NA
Otu920,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,0.04,Ascomycota,NA,NA,NA,NA
Otu960,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0.01,Ascomycota,NA,NA,NA,NA
Otu1010,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,Parathyridaria,0,0,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,0.3,Ascomycota,NA,NA,NA,NA
Otu1042,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,0,0,NA,NA,NA,NA,NA,0.02,Ascomycota,NA,NA,NA,NA
Otu1044,Ascomycota,Dothideomycetes,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleospora,Pathotroph-Saprotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Ascomycota,Dothideomycetes,NA,NA,NA,0.73,Ascomycota,NA,NA,NA,NA
Otu1069,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,0.03,Ascomycota,NA,NA,NA,NA
Otu1148,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleospora,Pathotroph-Saprotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,0.12,Ascomycota,NA,NA,NA,NA
Otu1150,Ascomycota,NA,NA,NA,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Pathotroph,Lichen Parasite,NA,NA,NA,NA,NA,0.25,Ascomycota,NA,NA,NA,NA
Otu1166,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Staurothele,Symbiotroph,Lichenized,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,0.02,Ascomycota,NA,NA,NA,NA
Otu1223,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,NA,NA,NA,NA,NA,0.16,Ascomycota,NA,NA,NA,NA
Otu1258,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,Saprotroph,Undefined Saprotroph,Ascomycota,NA,NA,NA,NA,0.07,Ascomycota,NA,NA,NA,NA
Otu1341,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,0,0,NA,NA,NA,NA,NA,0.2,Ascomycota,NA,NA,NA,NA
Otu1495,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,0,0,Ascomycota,NA,NA,NA,NA,0.16,Ascomycota,NA,NA,NA,NA
Otu1558,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Jahnulales,Aliquandostipitaceae,Jahnula,Saprotroph,Undefined Saprotroph,Ascomycota,NA,NA,NA,NA,0.01,Ascomycota,NA,NA,NA,NA
Otu1568,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Jahnulales,Aliquandostipitaceae,Jahnula,Saprotroph,Undefined Saprotroph,Ascomycota,NA,NA,NA,NA,0.01,Ascomycota,NA,NA,NA,NA
Otu1572,Ascomycota,NA,NA,NA,NA,Ascomycota,Eurotiomycetes,Sclerococcales,Dactylosporaceae,Sclerococcum,Pathotroph-Symbiotroph,Lichen Parasite-Lichenized,Ascomycota,NA,NA,NA,NA,0.01,Ascomycota,NA,NA,NA,NA
Otu1637,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Hysteriales,Hysteriaceae,Farlowiella,0,0,Ascomycota,NA,NA,NA,NA,0,Ascomycota,NA,NA,NA,NA
Otu1652,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,0,0,NA,NA,NA,NA,NA,0.11,Ascomycota,NA,NA,NA,NA
Otu1685,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,0.12,Ascomycota,NA,NA,NA,NA
Otu1709,Ascomycota,Lecanoromycetes,NA,NA,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Ascomycota,Lecanoromycetes,NA,NA,NA,0.1,Ascomycota,NA,NA,NA,NA
Otu1927,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Tintelnotia,0,0,Ascomycota,NA,NA,NA,NA,0.04,Ascomycota,NA,NA,NA,NA
Otu1936,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,unclassified,Sarocladium,Saprotroph,Undefined Saprotroph,Ascomycota,NA,NA,NA,NA,0.17,Ascomycota,NA,NA,NA,NA
Otu2004,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,Saprotroph,Undefined Saprotroph,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,0.72,Ascomycota,NA,NA,NA,NA
Otu2042,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenochaeta,Saprotroph,Litter Saprotroph-Soil Saprotroph,NA,NA,NA,NA,NA,0.1,Ascomycota,NA,NA,NA,NA
Otu2071,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenochaeta,Saprotroph,Litter Saprotroph-Soil Saprotroph,NA,NA,NA,NA,NA,0.01,Ascomycota,NA,NA,NA,NA
Otu2138,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,0,0,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,0.63,Ascomycota,NA,NA,NA,NA
Otu2359,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,unclassified,Sarocladium,Saprotroph,Undefined Saprotroph,Ascomycota,NA,NA,NA,NA,0.06,Ascomycota,NA,NA,NA,NA
Otu2402,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleospora,Pathotroph-Saprotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,NA,NA,NA,NA,NA,0.13,Ascomycota,NA,NA,NA,NA
Otu2459,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Dothiorella,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA,0.2,Ascomycota,NA,NA,NA,NA
Otu2480,Ascomycota,Sordariomycetes,NA,NA,NA,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Discostroma,Pathotroph,Plant Pathogen,Ascomycota,Sordariomycetes,NA,NA,NA,0.09,Ascomycota,NA,NA,NA,NA
