Otu,Phylum.consensus,Class.consensus,Order.consensus,Family.consensus,Genus.consensus,Phylum-TBAS,Class-TBAS,Order-TBAS,Family-TBAS,Genus-TBAS,Trophic mode,Guild,Phylum.unite,Class.unite,Order.unite,Family.unite,Genus.unite,confidence.unite,Phylum.ncbi,Class.ncbi,Order.ncbi,Family.ncbi,Genus.ncbi
Otu1583,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Candida,Pathotroph,Animal Pathogen,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,0.17,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu1665,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Candida,Pathotroph,Animal Pathogen,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,0.03,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu1674,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Candida,Pathotroph,Animal Pathogen,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,0.04,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu1686,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,0.01,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu1730,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Symbiotroph,Ectomycorrhizal,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,0.09,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu1732,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Leptogium,Symbiotroph,Lichenized,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,0.04,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu1735,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Rusavskia,Symbiotroph,Lichenized,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,0,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu1904,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Ascomycota,Neolectomycetes,Neolectales,Neolectaceae,Neolecta,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,0.36,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2153,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Candida,Pathotroph,Animal Pathogen,NA,NA,NA,NA,NA,0.02,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2189,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ascobolus,Saprotroph,Dung Saprotroph-Wood Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,0.25,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2231,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Ascomycota,Neolectomycetes,Neolectales,Neolectaceae,Neolecta,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,0.11,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2261,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,Ascomycota,Neolectomycetes,Neolectales,Neolectaceae,Neolecta,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,0.01,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2324,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,0,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2325,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,unclassified,Parathyridaria,0,0,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,0.03,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2392,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,0.1,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2442,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Ascomycota,Lecanoromycetes,Lecanorales,Malmideaceae,Zhurbenkoa,0,0,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,0.12,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2443,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,0.01,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2458,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,0.21,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2481,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,NA,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Zhurbenkoa,0,0,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,NA,0,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2488,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Candida,Pathotroph,Animal Pathogen,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma,0,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2494,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Saprotroph,Litter Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,0.46,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2566,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,0.01,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2597,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ascobolus,Saprotroph,Dung Saprotroph-Wood Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,0.86,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2613,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Symbiotroph,Ectomycorrhizal,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,0.14,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2625,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Candida,Pathotroph,Animal Pathogen,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,0.04,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2631,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Resupinatus,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Candida,Pathotroph,Animal Pathogen,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Resupinatus,0.87,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2671,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Candida,Pathotroph,Animal Pathogen,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,0.02,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2676,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Ascomycota,Neolectomycetes,Neolectales,Neolectaceae,Neolecta,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,0.03,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2714,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Symbiotroph,Ectomycorrhizal,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,0.13,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2730,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ascobolus,Saprotroph,Dung Saprotroph-Wood Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,0.78,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2736,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Candida,Pathotroph,Animal Pathogen,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,0.09,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2762,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,0.02,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2791,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,Ascomycota,Lecanoromycetes,Lecanorales,Malmideaceae,Zhurbenkoa,0,0,NA,NA,NA,NA,NA,0,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu2993,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,NA,NA,NA,0.04,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu3022,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,0.11,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu3215,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Ascomycota,Lecanoromycetes,Lecanorales,Malmideaceae,Zhurbenkoa,0,0,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,0.22,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu3221,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Candida,Pathotroph,Animal Pathogen,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,0.01,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu3267,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,Parathyridaria,0,0,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,0.27,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu3287,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,Parathyridaria,0,0,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,0.03,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu3290,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Candida,Pathotroph,Animal Pathogen,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,0.37,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu3309,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ascobolus,Saprotroph,Dung Saprotroph-Wood Saprotroph,NA,NA,NA,NA,NA,0.15,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu3322,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,Ascomycota,unclassified,unclassified,unclassified,Saitoella,0,0,NA,NA,NA,NA,NA,0.04,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu3323,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ascobolus,Saprotroph,Dung Saprotroph-Wood Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,0.29,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu3327,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ascobolus,Saprotroph,Dung Saprotroph-Wood Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,0.23,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu3413,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,Ascomycota,Dothideomycetes,Hysteriales,Hysteriaceae,Farlowiella,0,0,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,0,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu3421,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,0.08,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu3437,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,0.6,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu3440,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Candida,Pathotroph,Animal Pathogen,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,0.09,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu3461,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Rusavskia,Symbiotroph,Lichenized,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,0,Basidiomycota,Agaricomycetes,Agaricales,NA,NA
Otu1386,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Chlorophyllum,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ascobolus,Saprotroph,Dung Saprotroph-Wood Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Chlorophyllum,0.74,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA
Otu2918,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Leucothecium,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,0.53,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA
Otu851,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pyronema,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,0.42,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus
Otu968,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Geopyxis,Symbiotroph,Ectomycorrhizal,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,0.06,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus
Otu2033,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,0.04,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus
Otu2387,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ascobolus,Saprotroph,Dung Saprotroph-Wood Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,0.1,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus
Otu3200,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,0.03,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus
Otu2428,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Pathotroph,Animal Pathogen,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,0.17,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus
Otu2509,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Saprotroph,Litter Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,0.89,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus
Otu2040,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,NA,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Rusavskia,Symbiotroph,Lichenized,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,NA,0.25,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,NA
Otu217,Basidiomycota,Tremellomycetes,NA,NA,Cryptococcus,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Pathotroph,Lichen Parasite,NA,NA,NA,NA,NA,0.1,Basidiomycota,Tremellomycetes,NA,NA,Cryptococcus
Otu349,Basidiomycota,Tremellomycetes,NA,NA,Cryptococcus,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,Saprotroph,Dung Saprotroph-Wood Saprotroph,NA,NA,NA,NA,NA,0,Basidiomycota,Tremellomycetes,NA,NA,Cryptococcus
Otu1259,Basidiomycota,Tremellomycetes,NA,NA,Cryptococcus,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,Saprotroph,Dung Saprotroph-Wood Saprotroph,NA,NA,NA,NA,NA,0,Basidiomycota,Tremellomycetes,NA,NA,Cryptococcus
Otu2238,Basidiomycota,Tremellomycetes,NA,NA,Cryptococcus,Ascomycota,Saccharomycetes,Saccharomycetales,unclassified,Candida,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,NA,NA,NA,NA,NA,0.11,Basidiomycota,Tremellomycetes,NA,NA,Cryptococcus
Otu3277,Basidiomycota,Tremellomycetes,NA,NA,Cryptococcus,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Symbiotroph,Ectomycorrhizal,NA,NA,NA,NA,NA,0,Basidiomycota,Tremellomycetes,NA,NA,Cryptococcus
Otu1729,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Kurtzmanomyces,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,0,0,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Kurtzmanomyces,0.09,Basidiomycota,Agaricostilbomycetes,NA,NA,Kurtzmanomyces
Otu3244,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Kurtzmanomyces,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,0,0,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Kurtzmanomyces,0,Basidiomycota,Agaricostilbomycetes,NA,NA,Kurtzmanomyces
Otu894,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,Sterigmatomyces,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,Sterigmatomyces,0.99,Basidiomycota,Agaricostilbomycetes,NA,NA,Sterigmatomyces
Otu2539,Basidiomycota,Agaricomycetes,Polyporales,Coriolaceae,Laetiporus,Ascomycota,Pezizomycetes,Pezizales,Chorioactidaceae,Wolfina,0,0,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Laetiporus,0.13,Basidiomycota,Agaricomycetes,Polyporales,Coriolaceae,Laetiporus
Otu2523,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Mycotribulus,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ascobolus,Saprotroph,Dung Saprotroph-Wood Saprotroph,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,0.43,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Mycotribulus
Otu789,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,Pathotroph,Lichen Parasite,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,0.84,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe
Otu2900,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmiellus,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Pathotroph,Plant Pathogen,NA,NA,NA,NA,NA,0.01,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmiellus
Otu1534,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Resupinatus,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Pathotroph,Plant Pathogen,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Resupinatus,0.94,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Resupinatus
Otu1600,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Neoascochyta,0,0,NA,NA,NA,NA,NA,0.01,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius
Otu2603,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Subulicystidium,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Staurothele,Symbiotroph,Lichenized,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Subulicystidium,0.29,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Subulicystidium
Otu1823,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hymenochaete,Ascomycota,Dothideomycetes,Hysteriales,Hysteriaceae,Farlowiella,0,0,Basidiomycota,Agaricomycetes,NA,NA,NA,0.22,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hymenochaete
Otu388,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Saprotroph,Undefined Saprotroph,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,0.93,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia
Otu1073,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Saprotroph,Undefined Saprotroph,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,0.5,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia
Otu2890,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Saprotroph,Undefined Saprotroph,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,0.96,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia
Otu2217,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tarzetta,Symbiotroph,Ectomycorrhizal,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,NA,0.06,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia
Otu569,Basidiomycota,Agaricomycetes,Polyporales,Coriolaceae,Rigidoporus,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Saprotroph,Undefined Saprotroph,Basidiomycota,Agaricomycetes,NA,NA,NA,0.62,Basidiomycota,Agaricomycetes,Polyporales,Coriolaceae,Rigidoporus
Otu453,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Steccherinum,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Saprotroph,Litter Saprotroph,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Steccherinum,0.33,Basidiomycota,Agaricomycetes,Polyporales,NA,Steccherinum
Otu377,Basidiomycota,Exobasidiomycetes,Exobasidiales,Brachybasidiaceae,Meira,Ascomycota,unclassified,unclassified,unclassified,Saitoella,0,0,Basidiomycota,Exobasidiomycetes,Exobasidiales,Brachybasidiaceae,Meira,0.55,Basidiomycota,Exobasidiomycetes,Exobasidiales,Brachybasidiaceae,Meira
Otu983,Basidiomycota,Exobasidiomycetes,Exobasidiales,Brachybasidiaceae,Meira,Ascomycota,Neolectomycetes,Neolectales,Neolectaceae,Neolecta,Saprotroph,Undefined Saprotroph,Basidiomycota,Exobasidiomycetes,Exobasidiales,Brachybasidiaceae,Meira,0.74,Basidiomycota,Exobasidiomycetes,Exobasidiales,Brachybasidiaceae,Meira
